unicode,Cust_IMID,cust_id
30034032,13498,9774
30034037,13498,9774
30034038,13498,9774
30034039,13498,9774
30034042,13498,9774
30034043,13498,9774
30034044,13498,9774
30034045,13498,9774
30034046,13498,9774
30034048,6560,13798
30034054,13498,9774
30034063,13532,6958
30034070,18971,13284
30034079,18319,10364
30034081,17309,9274
30034084,18319,10364
30034085,34741,29594
30034086,6560,13798
30034092,18971,13284
30034093,13498,9774
30034097,13498,9774
30034106,18971,13284
30034108,19201,11040
30034114,10707,13617
30034115,32642,26894
30034118,17740,9622
30034120,18971,13284
30034124,13498,9774
30034126,18319,10364
30034127,17307,9289
30034127,17307,9289
30034138,21424,13666
30034146,18971,13284
30034146,18971,13284
30034147,23096,15199
30034148,12592,7233
30034166,10707,13617
30034167,17592,13548
30034169,21285,13451
30034170,19217,11051
30034172,13532,6958
30034183,11096,9190
30034214,11607,7500
30034223,21016,13131
30034242,16107,18414
30034255,16107,18414
30034261,13498,9774
30034273,18971,13284
30034273,18971,13284
30034288,14004,7162
30034296,13498,9774
30034297,13498,9774
30034311,13498,9774
30034318,18971,13284
30034324,13498,9774
30034325,13498,9774
30034326,12556,6671
30034332,13498,9774
30034350,19201,11040
30034355,17309,9274
30034359,17592,13548
30034361,19217,11051
30034375,17740,9622
30034387,13498,9774
30034392,19275,11113
30034395,16711,9058
30034405,13498,9774
30034421,13498,9774
30034427,13638,7992
30034429,19217,11051
30034433,12658,6858
30034443,13498,9774
30034447,13498,9774
30034448,5978,3609
30034452,13498,9774
30034453,18560,10340
30034456,17740,9622
30034458,13498,9774
30034459,13638,7992
30034465,13498,9774
30034468,13498,9774
30034473,17740,9622
30034474,13498,9774
30034480,17532,10266
30034481,29140,29849
30034486,13498,9774
30034490,13498,9774
30034491,13498,9774
30034493,11977,13529
30034497,13498,9774
30034498,13498,9774
30034505,13498,9774
30034507,13498,9774
30034510,5978,3609
30034513,10707,13617
30034517,13498,9774
30034518,20638,12607
30034520,13498,9774
30034521,13498,9774
30034553,12830,7577
30034564,17592,13548
30034569,12830,7577
30034576,12830,7577
30034594,13498,9774
30034596,13498,9774
30034597,16958,12069
30034603,18971,13284
30034605,11977,13529
30034615,18971,13284
30034617,13498,9774
30034620,13498,9774
30034634,17532,10266
30034637,11977,13529
30034639,11977,13529
30034654,16711,9058
30034658,15116,8004
30034663,17918,13241
30034666,17918,13241
30034675,11977,13529
30034699,20278,13020
30034774,21387,13621
30034788,20278,13020
30034805,21374,13597
30034814,12830,7577
30034828,20278,13020
30034834,11351,6009
30034838,12830,7577
30034839,11977,13529
30034844,6806,4072
30034849,11977,13529
30034851,12830,7577
30034853,12830,7577
30034903,32843,27129
30034908,20820,17020
30034910,32843,27129
30034924,34265,29103
30034960,28556,22057
30035027,16958,12069
30035033,10707,13617
30035047,31378,25249
30035048,17532,10266
30035057,18219,13600
30035062,31378,25249
30035067,18190,10283
30035069,21537,13794
30035082,18190,10283
30035093,21374,13597
30035098,18190,10283
30035106,17704,9988
30035109,18190,10283
30035112,31378,25249
30035113,8826,5114
30035114,17555,9507
30035127,10707,13617
30035144,19369,12999
30035151,18190,10283
30035174,19369,12999
30035175,20391,26042
30035180,19502,11930
30035182,11977,13529
30035187,15864,13579
30035189,15864,13579
30035207,20820,17020
30035217,28357,21813
30035221,19170,13741
30035221,19170,13741
30035243,11559,6628
30035276,32733,29033
30035288,20727,12798
30035312,21216,13496
30035321,15843,10881
30035322,6560,13798
30035324,15107,8853
30035326,18462,10415
30035330,16112,9691
30035334,7006,3945
30035336,15962,12880
30035340,16958,12069
30035341,19516,11383
30035369,24192,24098
30035370,19170,13741
30035370,19170,13741
30035381,19170,13741
30035381,19170,13741
30035420,19170,13741
30035420,19170,13741
30035421,19170,13741
30035421,19170,13741
30035423,11759,23311
30035423,11759,23311
30035434,17837,24894
30035439,21258,13991
30035439,21258,13991
30035453,18190,10283
30035474,18319,10364
30035475,18319,10364
30035496,19170,13741
30035496,19170,13741
30035505,20160,13735
30035510,20160,13735
30035515,11977,13529
30035527,10707,13617
30035532,11977,13529
30035534,19814,11727
30035553,11977,13529
30035558,10699,5678
30035588,16359,20254
30035592,11437,6112
30035615,33274,28831
30035630,33274,28831
30035636,12017,6657
30035646,34635,29782
30035647,16981,25326
30035651,34635,29782
30035669,21012,14508
30035670,35393,30605
30035684,18907,16012
30035690,23967,18328
30035691,16981,25326
30035711,35703,30973
30035713,24210,17789
30035735,34947,30147
30035735,34947,30147
30035739,27999,21332
30035844,11977,13529
30035863,17883,9781
30035864,35309,30397
30035867,18965,10788
30035867,18965,10788
30035890,17755,25262
30035894,14763,8658
30035916,17755,25262
30035972,13333,6912
30035993,33244,27804
30035994,35648,30872
30035996,19050,21496
30036010,35401,30498
30036041,20391,26042
30036042,20888,13185
30036052,20888,13185
30036062,35073,29975
30036068,18440,10287
30036079,35073,29975
30036088,20998,13647
30036101,17806,10810
30036105,18379,11408
30036107,21381,13724
30036109,19706,13887
30036117,12445,6994
30036119,19170,13741
30036119,19170,13741
30036127,11977,13529
30036132,19096,10920
30036136,20922,13559
30036145,35144,30115
30036153,18223,10089
30036156,18223,10089
30036162,20941,13074
30036162,20941,13074
30036163,17627,9582
30036175,17627,9582
30036179,20922,13559
30036194,20998,13647
30036198,27712,21048
30036202,15937,13565
30036203,17951,9899
30036207,19170,13741
30036207,19170,13741
30036224,17740,9622
30036231,17303,9263
30036241,17532,10266
30036253,17532,10266
30036256,21356,13596
30036260,17532,10266
30036269,20144,13207
30036288,17303,9263
30036307,11977,13529
30036311,21381,13724
30036317,17951,9899
30036336,14984,8189
30036337,17532,10266
30036339,13333,6912
30036342,21381,13724
30036352,11205,5912
30036356,17532,10266
30036359,32677,27109
30036361,11977,13529
30036368,32677,27109
30036380,18190,10283
30036384,15933,8352
30036407,19618,13151
30036412,21638,13940
30036422,5588,4004
30036426,15933,8352
30036428,19211,11068
30036431,17532,10266
30036434,17951,9899
30036452,17532,10266
30036453,17532,10266
30036469,17883,9781
30036484,13066,6730
30036489,20941,13074
30036489,20941,13074
30036490,32677,27109
30036504,15898,11007
30036517,19015,10824
30036517,19015,10824
30036528,16130,9676
30036529,21567,13885
30036533,20861,12971
30036540,12430,6639
30036547,17758,9624
30036549,17778,9730
30036557,20861,12971
30036569,19211,11068
30036593,26180,19115
30036611,21381,13724
30036617,14986,7854
30036624,20160,13735
30036627,19211,11068
30036628,20160,13735
30036632,20160,13735
30036634,18487,10546
30036644,14986,7854
30036644,14986,7854
30036646,20861,12971
30036650,20160,13735
30036656,20160,13735
30036657,14986,7854
30036673,20160,13735
30036682,20160,13735
30036685,36079,31792
30036685,36079,31792
30036691,19170,13741
30036691,19170,13741
30036694,20160,13735
30036695,16107,18414
30036696,16107,18414
30036698,16107,18414
30036702,16107,18414
30036703,16107,18414
30036706,16107,18414
30036708,19170,13741
30036711,20160,13735
30036712,20160,13735
30036714,19170,13741
30036714,19170,13741
30036720,14880,13612
30036723,16107,18414
30036729,21484,13782
30036730,16107,18414
30036735,14978,13211
30036742,16107,18414
30036743,16107,18414
30036745,16107,18414
30036748,13532,6958
30036750,16107,18414
30036751,15864,13579
30036753,23877,16236
30036759,16107,18414
30036761,20741,12813
30036762,21799,14126
30036764,16107,18414
30036765,16107,18414
30036772,19170,13741
30036772,19170,13741
30036778,20160,13735
30036780,21484,13782
30036783,18223,10089
30036788,19170,13741
30036788,19170,13741
30036794,20160,13735
30036798,20160,13735
30036800,20160,13735
30036802,12749,6887
30036803,20160,13735
30036820,18319,10364
30036832,18971,13284
30036844,18971,13284
30036846,22166,14482
30036861,23877,16236
30036862,14978,13211
30036874,21799,14126
30036874,21799,14126
30036876,19201,11040
30036908,10699,5678
30036956,17054,9770
30036971,14978,13211
30036994,20861,12971
30037006,12749,6887
30037007,12749,6887
30037019,14978,13211
30037028,13900,8046
30037044,14978,13211
30037051,14978,13211
30037064,26518,19623
30037072,24345,18963
30037093,18261,11487
30037095,30086,25193
30037104,30086,25193
30037112,23106,15219
30037121,30086,25193
30037122,30086,25193
30037128,30086,25193
30037144,30086,25193
30037147,30086,25193
30037149,30086,25193
30037152,30086,25193
30037155,30086,25193
30037158,30086,25193
30037159,30086,25193
30037161,30086,25193
30037235,20820,17020
30037238,20391,26042
30037243,17541,16429
30037257,20820,17020
30037271,17918,13241
30037283,21575,15339
30037288,14763,8658
30037290,17918,13241
30037296,31378,25249
30037304,14763,8658
30037304,14763,8658
30037305,31378,25249
30037329,12477,6538
30037330,29523,23304
30037333,31378,25249
30037344,31378,25249
30037362,30112,23788
30037376,12477,6538
30037378,18261,11487
30037380,31378,25249
30037381,14615,7524
30037385,29523,23304
30037389,8826,5114
30037419,12749,6887
30037420,21113,13233
30037427,26436,19766
30037435,20327,12191
30037474,21113,13233
30037477,21746,14323
30037498,24306,17092
30037500,17951,9899
30037518,17951,9899
30037524,17532,10266
30037528,17951,9899
30037529,17951,9899
30037546,36417,32454
30037550,21799,14126
30037554,21799,14126
30037570,21899,14185
30037571,14615,7524
30037587,7208,4083
30037602,17951,9899
30037605,19275,11113
30037606,21854,14159
30037607,22032,14339
30037611,20160,13735
30037618,21854,14159
30037623,16082,8425
30037626,17951,9899
30037634,22032,14339
30037653,21356,13596
30037693,12430,6639
30037697,10699,5678
30037705,21746,14323
30037707,18704,10569
30037719,21113,13233
30037726,12177,6770
30037729,20160,13735
30037731,21113,13233
30037740,21113,13233
30037742,20160,13735
30037750,21113,13233
30037756,14978,13211
30037767,12177,6770
30037788,15528,8116
30037794,8826,5114
30037807,17532,10266
30037813,17951,9899
30037814,12886,6659
30037819,21799,14126
30037827,13124,14119
30037848,13066,6730
30037854,12749,6887
30037920,12749,6887
30037923,15410,11830
30037928,18440,10287
30037934,21477,13750
30037935,12749,6887
30038026,12749,6887
30038045,12749,6887
30038105,12749,6887
30038117,23537,15894
30038121,26180,19115
30038138,26180,19115
30038153,14763,8658
30038164,17883,9781
30038176,17823,15826
30038185,22577,17578
30038186,13844,7142
30038195,19718,11620
30038195,19718,11620
30038200,17755,25262
30038207,17141,9148
30038209,19015,10824
30038209,19015,10824
30038227,14763,8658
30038235,33661,28404
30038249,18907,16012
30038250,21355,13722
30038254,22216,14544
30038267,15843,10881
30038268,26706,19816
30038294,22032,14339
30038295,21185,14382
30038305,35041,29914
30038308,22171,14525
30038319,19015,10824
30038319,19015,10824
30038321,13066,6730
30038323,17141,9148
30038333,18814,10798
30038335,19015,10824
30038335,19015,10824
30038347,31573,26385
30038348,17476,10523
30038349,31573,26385
30038353,31573,26385
30038356,34947,30147
30038356,34947,30147
30038359,13638,7992
30038360,35347,30456
30038380,21871,14164
30038382,21103,14190
30038394,14984,8189
30038396,31444,25320
30038416,21871,14164
30038439,15107,8853
30038442,21103,14190
30038466,24306,17092
30038467,17532,10266
30038473,21185,14382
30038479,27222,20384
30038491,19917,11758
30038500,11607,7500
30038503,20160,13735
30038521,21799,14126
30038521,21799,14126
30038533,20561,12476
30038547,20727,12798
30038552,21103,14190
30038572,19502,11930
30038579,21103,14190
30038580,19472,14180
30038600,17951,9899
30038605,15898,11007
30038614,16578,8815
30038617,21746,14323
30038617,21746,14323
30038640,12749,6887
30038665,17532,10266
30038719,22213,14552
30038733,13066,6730
30038760,18379,11408
30038760,18379,11408
30038764,6350,3964
30038773,15937,13565
30038842,20538,14511
30038846,12711,6716
30038849,12177,6770
30038870,21103,14190
30038898,13066,6730
30038901,32990,28756
30038917,20160,13735
30038921,32307,26479
30038924,21983,14287
30038926,23877,16236
30038930,14984,8189
30038952,31573,26385
30038953,12749,6887
30038977,16578,8815
30038989,35144,30115
30038993,25936,19010
30039045,36079,31792
30039047,35648,30872
30039052,36079,31792
30039069,14763,8658
30039120,20820,17020
30039140,14763,8658
30039140,14763,8658
30039142,32969,29299
30039145,3774,5675
30039146,32969,29299
30039150,33654,28883
30039179,35347,30456
30039188,24067,16663
30039203,18551,10326
30039203,18551,10326
30039209,15677,12294
30039215,35347,30456
30039233,15178,24084
30039237,16473,8639
30039242,4964,3339
30039246,30086,25193
30039246,30086,25193
30039256,14763,8658
30039260,14763,8658
30039260,14763,8658
30039262,17837,24894
30039270,14763,8658
30039270,14763,8658
30039274,8826,5114
30039347,20621,15663
30039353,14986,7854
30039404,11692,7040
30039422,28627,24439
30039432,17918,13241
30039465,19472,14180
30039473,4678,6537
30039500,13066,6730
30039518,23231,15342
30039519,21716,18927
30039534,22179,14529
30039536,17071,10205
30039548,22202,14504
30039572,22166,14482
30039574,22166,14482
30039577,13550,21135
30039578,35005,30723
30039583,6560,13798
30039590,18261,11487
30039592,20561,12476
30039598,14842,10320
30039619,22300,14643
30039621,13550,21135
30039623,18977,11056
30039633,22289,14657
30039642,12749,6887
30039648,12749,6887
30039651,27037,30731
30039655,12749,6887
30039656,52,1292
30039661,12333,6675
30039668,12430,6639
30039670,32969,29299
30039678,27037,30731
30039682,20727,12798
30039689,19949,11788
30039690,33654,28883
30039694,21113,13233
30039701,18319,10364
30039712,18278,10281
30039719,22383,14743
30039720,15962,12880
30039722,22179,14529
30039727,12749,6887
30039749,12416,6592
30039752,14986,7854
30039754,14919,7743
30039757,12333,6675
30039761,21799,14126
30039768,12749,6887
30039785,14470,15593
30039785,14470,15593
30039804,14986,7854
30039820,15449,8378
30039821,16174,8446
30039833,15887,11364
30039886,16143,11730
30039903,11692,7040
30039914,17918,13241
30039917,17918,13241
30039940,18336,10220
30039965,13333,6912
30039983,13333,6912
30039985,13333,6912
30039992,11648,6040
30039993,16143,11730
30040009,20278,13020
30040014,20991,14538
30040014,20991,14538
30040016,19549,11640
30040025,4964,3339
30040038,28061,21578
30040040,13459,9741
30040044,35256,30510
30040047,35347,30456
30040055,24138,16778
30040066,16143,11730
30040074,26518,19623
30040094,16635,15362
30040094,16635,15362
30040100,13333,6912
30040123,13333,6912
30040131,17918,13241
30040174,13333,6912
30040179,26518,19623
30040217,18551,10326
30040217,18551,10326
30040233,13333,6912
30040239,23877,16236
30040242,15107,8853
30040244,27222,20384
30040245,17758,9624
30040247,19922,11914
30040253,22300,14643
30040253,22300,14643
30040254,35256,30510
30040255,23877,16236
30040256,19922,11914
30040263,23300,15978
30040263,23300,15978
30040272,36289,32202
30040281,36289,32202
30040286,11946,6221
30040299,17901,9868
30040308,25691,18487
30040339,22213,14552
30040340,15933,8352
30040356,15933,8352
30040357,24210,17789
30040362,20941,13074
30040362,20941,13074
30040364,17901,9868
30040367,20941,13074
30040367,20941,13074
30040369,22216,14544
30040385,17779,9734
30040403,17560,14870
30040407,22490,14787
30040408,26518,19623
30040437,22171,14525
30040445,17141,9148
30040466,14615,7524
30040479,12333,6675
30040480,14615,7524
30040489,29124,30784
30040490,12749,6887
30040507,12333,6675
30040514,11335,9136
30040532,15898,11007
30040562,14399,15623
30040564,11946,6221
30040565,14399,15623
30040570,14399,15623
30040572,14399,15623
30040572,14399,15623
30040581,14986,7854
30040597,18278,10281
30040610,22213,14552
30040617,22213,14552
30040694,22213,14552
30040695,22213,14552
30040696,21006,13121
30040698,22213,14552
30040699,22213,14552
30040700,22213,14552
30040702,22213,14552
30040703,22213,14552
30040705,22213,14552
30040709,22213,14552
30040711,22213,14552
30040715,22213,14552
30040716,22213,14552
30040717,22213,14552
30040718,22213,14552
30040720,22213,14552
30040721,22213,14552
30040722,22213,14552
30040727,20941,13074
30040727,20941,13074
30040734,16512,16098
30040748,14984,8189
30040757,17901,9868
30040769,22383,14743
30040774,17758,9624
30040776,22490,14787
30040785,23300,15978
30040788,23300,15978
30040801,20727,12798
30040805,21746,14323
30040812,17951,9899
30040819,15898,11007
30040828,21746,14323
30040845,22213,14552
30040849,14984,8189
30040851,22213,14552
30040856,11946,6221
30040876,22171,14525
30040891,17951,9899
30040904,17951,9899
30040905,17951,9899
30040906,17758,9624
30040913,17951,9899
30040914,17951,9899
30040916,17951,9899
30040925,17951,9899
30040945,17951,9899
30040947,17951,9899
30040948,17951,9899
30040952,17951,9899
30040955,17951,9899
30040956,17951,9899
30040975,17951,9899
30040976,34055,29236
30040993,11880,6189
30040999,17951,9899
30041001,23142,15247
30041010,11946,6221
30041014,11946,6221
30041022,17951,9899
30041028,4678,6537
30041031,20406,12905
30041063,13687,7845
30041072,17951,9899
30041074,17951,9899
30041085,17951,9899
30041088,12841,6684
30041094,6560,13798
30041155,34055,29236
30041165,12445,6994
30041173,11946,6221
30041179,17281,9270
30041181,13002,28447
30041187,11946,6221
30041199,11946,6221
30041200,34055,29236
30041216,14989,26181
30041219,11332,10817
30041237,17951,9899
30041243,17951,9899
30041250,17951,9899
30041257,17951,9899
30041263,17951,9899
30041267,16130,9676
30041284,17951,9899
30041297,22166,14482
30041301,12749,6887
30041303,17840,9708
30041304,12749,6887
30041309,17951,9899
30041311,20727,12798
30041313,12749,6887
30041314,17951,9899
30041318,19922,11914
30041324,17951,9899
30041326,12749,6887
30041330,36732,34118
30041331,13846,8645
30041335,17532,10266
30041339,17532,10266
30041346,20861,12971
30041350,20861,12971
30041354,13638,7992
30041359,12333,6675
30041376,19096,10920
30041377,12333,6675
30041379,12333,6675
30041382,22171,14525
30041389,18671,10444
30041390,21746,14323
30041412,22171,14525
30041419,35521,30680
30041435,34091,28942
30041437,11607,7500
30041469,17853,9823
30041470,27037,30731
30041476,27037,30731
30041479,35801,31204
30041481,31655,25801
30041485,21746,14323
30041489,21746,14323
30041493,21746,14323
30041494,21746,14323
30041495,21746,14323
30041497,21746,14323
30041499,21746,14323
30041500,21746,14323
30041503,21746,14323
30041505,21746,14323
30041506,21746,14323
30041507,21746,14323
30041508,21746,14323
30041513,21746,14323
30041526,23222,15338
30041537,15810,8293
30041537,15810,8293
30041542,19878,15276
30041553,21983,14287
30041558,12477,6538
30041561,11096,9190
30041562,12749,6887
30041577,14470,15593
30041580,12749,6887
30041583,12749,6887
30041591,15810,8293
30041591,15810,8293
30041595,18227,10192
30041595,18227,10192
30041597,21746,14323
30041605,7006,3945
30041611,7006,3945
30041636,16711,9058
30041646,19201,11040
30041651,19516,11383
30041652,16711,9058
30041658,35062,30443
30041683,11946,6221
30041687,11946,6221
30041690,11946,6221
30041702,13532,6958
30041720,11946,6221
30041728,17951,9899
30041732,19203,11041
30041739,19326,11426
30041749,17951,9899
30041806,22408,14755
30041824,22408,14755
30041844,35062,30443
30041854,35062,30443
30041865,20727,12798
30041866,6806,4072
30041874,17793,11939
30041894,13638,7992
30041896,12592,7233
30041900,18319,10364
30041903,5978,3609
30041911,11607,7500
30041938,33053,27343
30041940,14470,15593
30041947,16734,27861
30041948,14470,15593
30041949,15898,11007
30041951,14470,15593
30041952,25214,17993
30041954,18462,10415
30041955,15898,11007
30041957,18133,10018
30041960,22300,14643
30041962,21799,14126
30041966,21285,13451
30041969,14470,15593
30041969,14470,15593
30041970,14470,15593
30041971,14470,15593
30041972,12749,6887
30041976,12749,6887
30041978,21799,14126
30041979,19672,15656
30041980,12749,6887
30041981,12749,6887
30041982,14470,15593
30041984,12749,6887
30041989,32492,26748
30041990,14470,15593
30041992,13846,8645
30042002,12749,6887
30042004,12749,6887
30042029,11946,6221
30042041,21746,14323
30042043,15810,8293
30042043,15810,8293
30042046,19718,11620
30042051,19718,11620
30042054,22876,15184
30042066,20922,13559
30042100,15810,8293
30042100,15810,8293
30042102,26518,19623
30042139,12477,6538
30042143,18671,10444
30042145,23166,15296
30042158,21746,14323
30042162,19735,15976
30042168,23120,15223
30042170,23120,15223
30042175,16635,15362
30042175,16635,15362
30042186,23300,15978
30042197,14470,15593
30042203,17132,9117
30042205,11388,6419
30042246,36289,32202
30042253,12333,6675
30042274,12333,6675
30042276,12333,6675
30042286,32843,27129
30042288,27037,30731
30042301,20820,17020
30042310,32144,26281
30042333,21575,15339
30042339,27037,30731
30042371,35062,30443
30042372,21716,18927
30042376,33654,28883
30042386,28627,24439
30042394,28627,24439
30042399,17823,15826
30042408,14399,15623
30042416,35347,30456
30042424,21575,15339
30042431,12841,6684
30042438,35347,30456
30042472,12333,6675
30042489,12333,6675
30042496,12333,6675
30042500,19170,13741
30042500,19170,13741
30042515,26180,19115
30042524,21575,15339
30042528,17806,10810
30042535,12333,6675
30042536,18190,10283
30042542,21575,15339
30042549,16635,15362
30042549,16635,15362
30042552,14989,26181
30042554,20782,15843
30042575,17555,9507
30042626,13124,14119
30042628,23361,15491
30042643,379,1439
30042663,6560,13798
30042665,13405,8520
30042666,11946,6221
30042667,12554,6553
30042677,16550,8867
30042692,20727,12798
30042702,21799,14126
30042702,21799,14126
30042705,14986,7854
30042708,14004,7162
30042708,14004,7162
30042712,18614,13009
30042715,18319,10364
30042720,14698,8323
30042725,32405,26579
30042727,19618,13151
30042733,23681,15858
30042735,11388,6419
30042765,11946,6221
30042792,12749,6887
30042798,14842,10320
30042809,12749,6887
30042822,13124,14119
30042834,23472,15853
30042839,17704,9988
30042840,23379,15466
30042853,21692,15500
30042876,21746,14323
30042877,21746,14323
30042912,23462,15594
30042914,16681,11048
30042918,21799,14126
30042924,21799,14126
30042962,33053,27343
30042965,35986,31673
30042973,15130,7804
30042991,28615,22308
30043012,18319,10364
30043015,11607,7500
30043018,35746,31061
30043066,13613,7048
30043082,17132,9117
30043089,15898,11007
30043103,23534,15655
30043110,12751,7389
30043114,18704,10569
30043165,14698,8323
30043171,35315,30410
30043178,18319,10364
30043182,12333,6675
30043182,12333,6675
30043185,11946,6221
30043187,18319,10364
30043189,18462,10415
30043190,21799,14126
30043190,21799,14126
30043193,18319,10364
30043194,20941,13074
30043194,20941,13074
30043203,12751,7389
30043208,35746,31061
30043212,21899,14185
30043219,17779,9734
30043223,4051,3529
30043225,11946,6221
30043236,12749,6887
30043238,23536,15673
30043239,26180,19115
30043245,12477,6538
30043247,11607,7500
30043253,14157,7520
30043256,11946,6221
30043263,11946,6221
30043277,36289,32202
30043293,18319,10364
30043295,24210,17789
30043300,18319,10364
30043306,18462,10415
30043308,31600,26707
30043311,16550,8867
30043318,11946,6221
30043326,6560,13798
30043327,20288,12151
30043328,22166,14482
30043333,19201,11040
30043351,12477,6538
30043370,21113,13233
30043375,22166,14482
30043399,20288,12151
30043400,13002,28447
30043407,12050,6427
30043408,20444,12627
30043410,20444,12627
30043411,20444,12627
30043415,23470,15574
30043417,20444,12627
30043439,21575,15339
30043453,19190,25445
30043458,12333,6675
30043466,17918,13241
30043468,15178,24084
30043470,17918,13241
30043485,18812,10659
30043490,33661,28404
30043499,728,1575
30043505,16756,23939
30043508,21575,15339
30043511,728,1575
30043519,33053,27343
30043529,11692,7040
30043566,12177,6770
30043593,19190,25445
30043595,35538,30706
30043604,21113,13233
30043608,16756,23939
30043641,21113,13233
30043674,21113,13233
30043693,15613,9172
30043695,21113,13233
30043707,19502,11930
30043718,19735,15976
30043729,33369,27945
30043746,16981,25326
30043751,12611,15824
30043758,23967,18328
30043759,16981,25326
30043761,35393,30605
30043763,17761,9625
30043768,19735,15976
30043775,34635,29782
30043800,19217,11051
30043816,20383,12323
30043818,20383,12323
30043819,19085,15562
30043822,14763,8658
30043824,23361,15491
30043826,14763,8658
30043852,20941,13074
30043852,20941,13074
30043854,35752,31327
30043867,23462,15594
30043871,20941,13074
30043871,20941,13074
30043877,3714,2918
30043891,20444,12627
30043899,23383,15461
30043906,22249,14532
30043907,12050,6427
30043934,20444,12627
30043954,12611,15824
30043957,11212,5952
30043977,12749,6887
30043991,31573,26385
30043997,31573,26385
30044005,16440,8613
30044008,31573,26385
30044011,31573,26385
30044035,31573,26385
30044077,20444,12627
30044078,20444,12627
30044084,20444,12627
30044087,20444,12627
30044091,20444,12627
30044092,20444,12627
30044098,22171,14525
30044103,15013,7733
30044106,676,469
30044120,20444,12627
30044122,20444,12627
30044127,20444,12627
30044132,20523,13270
30044135,21724,18442
30044158,20444,12627
30044173,11946,6221
30044180,18278,10281
30044181,20538,14511
30044184,11946,6221
30044190,23691,16006
30044226,23472,15853
30044229,22166,14482
30044233,18375,10208
30044234,17758,9624
30044235,23472,15853
30044239,23472,15853
30044243,7006,3945
30044254,18319,10364
30044259,13488,8160
30044260,14126,15107
30044261,18375,10208
30044275,18375,10208
30044279,18319,10364
30044290,25992,18793
30044316,18413,10255
30044332,16112,9691
30044340,15815,10819
30044363,25944,18791
30044369,15815,10819
30044372,2152,1965
30044388,18591,10359
30044416,25173,17947
30044418,20444,12627
30044418,20444,12627
30044422,23300,15978
30044422,23300,15978
30044427,20444,12627
30044431,24067,16663
30044437,20444,12627
30044437,20444,12627
30044444,4678,6537
30044445,676,469
30044446,676,469
30044448,20444,12627
30044449,20444,12627
30044458,11388,6419
30044463,36113,31839
30044475,11388,6419
30044477,12611,15824
30044481,24805,17672
30044486,20444,12627
30044488,676,469
30044490,676,469
30044500,11388,6419
30044501,35790,31141
30044519,20444,12627
30044541,28015,21351
30044544,10396,5867
30044564,33244,27804
30044572,33244,27804
30044573,30895,24632
30044573,30895,24632
30044574,19211,11068
30044576,33244,27804
30044578,33244,27804
30044579,35648,30872
30044586,14156,7246
30044598,22836,15750
30044611,20444,12627
30044616,23209,15901
30044639,33244,27804
30044645,21012,14508
30044659,22974,15040
30044660,18462,10415
30044706,13846,8645
30044792,29673,31217
30044805,14740,8096
30044823,33053,27343
30044826,33053,27343
30044840,33053,27343
30044852,33053,27343
30044861,33053,27343
30044887,19085,15562
30044899,26518,19623
30044910,14932,7901
30044935,14932,7901
30044945,14932,7901
30044966,35256,30510
30044987,17806,10810
30045003,17635,10540
30045023,11388,6419
30045029,18227,10192
30045039,18227,10192
30045049,14470,15593
30045051,22102,16193
30045063,791,61
30045065,18508,30918
30045071,14399,15623
30045071,14399,15623
30045079,34252,29066
30045092,12751,7389
30045096,11692,7040
30045097,22102,16193
30045106,18319,10364
30045116,18319,10364
30045117,23691,16006
30045139,14932,7901
30045142,35256,30510
30045155,14932,7901
30045160,14932,7901
30045162,14932,7901
30045174,35256,30510
30045194,18319,10364
30045199,6868,5411
30045212,20444,12627
30045225,11388,6419
30045228,20444,12627
30045229,20444,12627
30045232,20444,12627
30045234,12611,15824
30045255,24707,17493
30045267,11388,6419
30045270,22102,16193
30045281,11388,6419
30045283,14986,7854
30045291,11388,6419
30045295,23681,15858
30045299,14470,15593
30045309,13613,7048
30045312,23877,16236
30045316,11388,6419
30045317,14004,7162
30045317,14004,7162
30045326,22102,16193
30045343,15898,11007
30045345,23681,15858
30045346,22102,16193
30045347,11692,7040
30045350,21746,14323
30045350,21746,14323
30045352,12592,7233
30045356,13498,9774
30045364,13005,6708
30045366,11946,6221
30045367,11388,6419
30045368,17635,10540
30045369,11946,6221
30045376,11946,6221
30045383,11946,6221
30045395,11946,6221
30045403,34091,28942
30045410,24345,18963
30045418,33812,28834
30045424,35922,31698
30045471,19190,25445
30045478,19322,18826
30045501,35689,30937
30045517,16636,8787
30045526,18423,10357
30045536,19735,15976
30045540,19735,15976
30045545,23515,16003
30045552,28318,28952
30045579,22102,16193
30045592,18278,10281
30045618,17806,10810
30045632,17338,11091
30045639,11429,6495
30045642,28907,22534
30045644,15937,13565
30045648,31866,25850
30045652,35752,31327
30045653,30086,25193
30045657,13844,7142
30045659,19767,24751
30045677,17806,10810
30045679,17806,10810
30045685,17806,10810
30045686,17806,10810
30045692,17806,10810
30045698,17806,10810
30045705,11607,7500
30045706,23922,16338
30045723,17806,10810
30045766,36214,32114
30045777,17790,12974
30045800,29124,30784
30045808,34632,31583
30045816,17532,10266
30045830,29989,24629
30045835,11946,6221
30045840,23500,15611
30045861,23500,15611
30045862,23500,15611
30045863,23500,15611
30045865,23500,15611
30045870,23500,15611
30045877,23500,15611
30045878,16400,8552
30045884,23500,15611
30045885,23500,15611
30045886,23500,15611
30045887,23500,15611
30045888,23500,15611
30045889,23500,15611
30045891,14470,15593
30045894,23500,15611
30045896,23500,15611
